0xc54d7acf14de29e0e5527cabd7a576506870346a78a11a6762e2cca66322ec41,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,0x2a01EB9496094dA03c4E364Def50f5aD1280AD72,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,945000000000000000,2024-01-02 14:13:35.000000,2024-01-02 14:13:35.000000
0x54efdee08e272e929034a8f26f7ca34b1ebe364b275391169b28c6d7db24dbc8,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0,2024-01-02 15:00:35.000000,2024-01-02 15:00:35.000000
0x58e212060645d18eab6d9b2af3d56fbc906a92ff5667385f616f662c70372284,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0,2024-01-02 15:00:59.000000,2024-01-02 15:00:59.000000
0x08535810feadf52d61a182dc7a12ba78f9b38a829ee477e0e1d488d4e262bc0a,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xABC56186c2Df63C338E04C9C9B9814E27983a5a9,0x6E8F5b2DF218443E87fe8aA9811E6956716dde88,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,965000000000000000,2024-01-03 11:12:47.000000,2024-01-03 11:12:47.000000
0xb323495f7e4148be5643a4ea4a8221eef163e4bccfdedc2a6f4696baacbc86cc,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,0x48F7E36EB6B826B2dF4B2E630B62Cd25e89E40e2,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,860000000000000000,2024-01-03 11:21:59.000000,2024-01-03 11:21:59.000000
0x495130878b7d2f1391e21589a8bcaef22cbc7e1fbbd6866127193b3cc239d8b1,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xcA2A7068e551d5C4482eb34880b194E4b945712F,0x6E8F5b2DF218443E87fe8aA9811E6956716dde88,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,965000000000000000,2024-01-09 19:23:47.000000,2024-01-09 19:23:47.000000
0x1500bf50feba561f004d35c7695d96d685fa117c4985b91a75885c4aa24b6ceb,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x6F234Ff075B35312756A6B0a19DDb55Ff683E59d,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,945000000000000000,2024-01-11 10:00:59.000000,2024-01-11 10:00:59.000000
0x3a85e619751152991742810df6ec69ce473daef99e28a64ab2340d7b7ccfee49,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xDddd770BADd886dF3864029e4B377B5F6a2B6b83,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,860000000000000000,2024-01-17 09:36:11.000000,2024-01-17 09:36:11.000000
0x7dde86a1e94561d9690ec678db673c1a6396365f7d1d65e129c5fff0990ff758,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdC6fd5831277c693b1054e19E94047cB37c77615,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,860000000000000000,2024-01-17 09:36:59.000000,2024-01-17 09:36:59.000000
0xf9acc677910cc17f650416a22e2a14d5da7ccb9626db18f1bf94efe64f92b372,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdC6fd5831277c693b1054e19E94047cB37c77615,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000,2024-01-17 09:37:47.000000,2024-01-17 09:37:47.000000
0x06f2842602373d247c4934f7656e513955ccc4c377f0febc0d9ca2c3bcc191b1,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x83F20F44975D03b1b09e64809B757c47f942BEeA,0x6CAFE228eC0B0bC2D076577d56D35Fe704318f6d,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,965000000000000000,2024-01-19 20:26:23.000000,2024-01-19 20:26:23.000000
